,dateRep,cases,deaths,countriesAndTerritories
25088,2020-06-12,314,0,Kazakhstan
25089,2020-06-11,239,6,Kazakhstan
25090,2020-06-10,245,3,Kazakhstan
25091,2020-06-09,215,2,Kazakhstan
25092,2020-06-08,165,3,Kazakhstan
25093,2020-06-07,183,1,Kazakhstan
25094,2020-06-06,199,0,Kazakhstan
25095,2020-06-05,245,4,Kazakhstan
25096,2020-06-04,271,4,Kazakhstan
25097,2020-06-03,225,3,Kazakhstan
25098,2020-06-02,263,0,Kazakhstan
25099,2020-06-01,450,3,Kazakhstan
25100,2020-05-31,476,1,Kazakhstan
25101,2020-05-30,450,0,Kazakhstan
25102,2020-05-29,356,0,Kazakhstan
25103,2020-05-28,272,0,Kazakhstan
25104,2020-05-27,335,2,Kazakhstan
25105,2020-05-26,438,0,Kazakhstan
25106,2020-05-25,209,0,Kazakhstan
25107,2020-05-24,403,0,Kazakhstan
25108,2020-05-23,322,0,Kazakhstan
25109,2020-05-22,363,0,Kazakhstan
25110,2020-05-21,265,0,Kazakhstan
25111,2020-05-20,218,0,Kazakhstan
25112,2020-05-19,311,1,Kazakhstan
25113,2020-05-18,283,0,Kazakhstan
25114,2020-05-17,307,0,Kazakhstan
25115,2020-05-16,279,2,Kazakhstan
25116,2020-05-15,0,0,Kazakhstan
25117,2020-05-14,154,0,Kazakhstan
25118,2020-05-13,177,0,Kazakhstan
25119,2020-05-12,114,1,Kazakhstan
25120,2020-05-11,90,0,Kazakhstan
25121,2020-05-10,202,0,Kazakhstan
25122,2020-05-09,144,0,Kazakhstan
25123,2020-05-08,188,1,Kazakhstan
25124,2020-05-07,225,1,Kazakhstan
25125,2020-05-06,156,0,Kazakhstan
25126,2020-05-05,157,2,Kazakhstan
25127,2020-05-04,87,2,Kazakhstan
25128,2020-05-03,206,0,Kazakhstan
25129,2020-05-02,167,0,Kazakhstan
25130,2020-05-01,299,0,Kazakhstan
25131,2020-04-30,142,0,Kazakhstan
25132,2020-04-29,203,0,Kazakhstan
25133,2020-04-28,143,0,Kazakhstan
25134,2020-04-27,65,0,Kazakhstan
25135,2020-04-26,170,0,Kazakhstan
25136,2020-04-25,148,3,Kazakhstan
25137,2020-04-24,143,3,Kazakhstan
25138,2020-04-23,166,0,Kazakhstan
25139,2020-04-22,76,0,Kazakhstan
25140,2020-04-21,214,0,Kazakhstan
25141,2020-04-20,81,2,Kazakhstan
25142,2020-04-19,63,0,Kazakhstan
25143,2020-04-18,121,0,Kazakhstan
25144,2020-04-17,139,1,Kazakhstan
25145,2020-04-16,64,2,Kazakhstan
25146,2020-04-15,88,0,Kazakhstan
25147,2020-04-14,218,4,Kazakhstan
25148,2020-04-13,81,0,Kazakhstan
25149,2020-04-12,40,0,Kazakhstan
25150,2020-04-11,38,1,Kazakhstan
25151,2020-04-10,43,2,Kazakhstan
25152,2020-04-09,55,1,Kazakhstan
25153,2020-04-08,34,0,Kazakhstan
25154,2020-04-07,139,1,Kazakhstan
25155,2020-04-06,71,2,Kazakhstan
25156,2020-04-05,0,0,Kazakhstan
25157,2020-04-04,74,0,Kazakhstan
25158,2020-04-03,38,1,Kazakhstan
25159,2020-04-02,8,1,Kazakhstan
25160,2020-04-01,15,0,Kazakhstan
25161,2020-03-31,41,0,Kazakhstan
25162,2020-03-30,55,1,Kazakhstan
25163,2020-03-29,36,0,Kazakhstan
25164,2020-03-28,73,0,Kazakhstan
25165,2020-03-27,32,0,Kazakhstan
25166,2020-03-26,9,0,Kazakhstan
25167,2020-03-25,17,0,Kazakhstan
25168,2020-03-24,2,0,Kazakhstan
25169,2020-03-23,4,0,Kazakhstan
25170,2020-03-22,3,0,Kazakhstan
25171,2020-03-21,4,0,Kazakhstan
25172,2020-03-20,12,0,Kazakhstan
25173,2020-03-19,4,0,Kazakhstan
25174,2020-03-18,22,0,Kazakhstan
25175,2020-03-17,2,0,Kazakhstan
25176,2020-03-16,3,0,Kazakhstan
25177,2020-03-15,6,0,Kazakhstan
25178,2020-10-20,195,7,Kenya
25179,2020-10-19,685,7,Kenya
25180,2020-10-18,616,12,Kenya
25181,2020-10-17,437,8,Kenya
25182,2020-10-16,602,8,Kenya
25183,2020-10-15,604,10,Kenya
25184,2020-10-14,318,10,Kenya
25185,2020-10-13,73,11,Kenya
25186,2020-10-12,388,6,Kenya
25187,2020-10-11,538,5,Kenya
25188,2020-10-10,442,4,Kenya
25189,2020-10-09,271,3,Kenya
25190,2020-10-08,321,5,Kenya
25191,2020-10-07,137,8,Kenya
25192,2020-10-06,22,4,Kenya
25193,2020-10-05,243,3,Kenya
25194,2020-10-04,261,3,Kenya
25195,2020-10-03,210,7,Kenya
25196,2020-10-02,184,7,Kenya
25197,2020-10-01,151,4,Kenya
25198,2020-09-30,210,7,Kenya
25199,2020-09-29,53,9,Kenya
25200,2020-09-28,244,2,Kenya
25201,2020-09-27,164,7,Kenya
25202,2020-09-26,218,13,Kenya
25203,2020-09-25,141,5,Kenya
25204,2020-09-24,130,5,Kenya
25205,2020-09-23,139,9,Kenya
25206,2020-09-22,98,2,Kenya
25207,2020-09-21,152,2,Kenya
25208,2020-09-20,105,0,Kenya
25209,2020-09-19,148,4,Kenya
25210,2020-09-18,275,8,Kenya
25211,2020-09-17,96,10,Kenya
25212,2020-09-16,48,2,Kenya
25213,2020-09-15,0,0,Kenya
25214,2020-09-14,188,3,Kenya
25215,2020-09-13,176,3,Kenya
25216,2020-09-12,190,4,Kenya
25217,2020-09-11,143,5,Kenya
25218,2020-09-10,104,8,Kenya
25219,2020-09-09,151,0,Kenya
25220,2020-09-08,102,2,Kenya
25221,2020-09-07,83,3,Kenya
25222,2020-09-06,136,5,Kenya
25223,2020-09-05,179,4,Kenya
25224,2020-09-04,212,8,Kenya
25225,2020-09-03,178,0,Kenya
25226,2020-09-02,114,0,Kenya
25227,2020-09-01,144,3,Kenya
25228,2020-08-31,263,2,Kenya
25229,2020-08-30,164,5,Kenya
25230,2020-08-29,241,0,Kenya
25231,2020-08-28,373,3,Kenya
25232,2020-08-27,213,5,Kenya
25233,2020-08-26,246,5,Kenya
25234,2020-08-25,193,6,Kenya
25235,2020-08-24,246,6,Kenya
25236,2020-08-23,355,10,Kenya
25237,2020-08-22,322,16,Kenya
25238,2020-08-21,426,10,Kenya
25239,2020-08-20,379,19,Kenya
25240,2020-08-19,271,5,Kenya
25241,2020-08-18,245,8,Kenya
25242,2020-08-17,271,2,Kenya
25243,2020-08-16,515,7,Kenya
25244,2020-08-15,580,5,Kenya
25245,2020-08-14,650,4,Kenya
25246,2020-08-13,679,18,Kenya
25247,2020-08-12,497,15,Kenya
25248,2020-08-11,492,3,Kenya
25249,2020-08-10,599,2,Kenya
25250,2020-08-09,699,5,Kenya
25251,2020-08-08,727,14,Kenya
25252,2020-08-07,538,8,Kenya
25253,2020-08-06,671,3,Kenya
25254,2020-08-05,605,6,Kenya
25255,2020-08-04,544,13,Kenya
25256,2020-08-03,690,5,Kenya
25257,2020-08-02,727,23,Kenya
25258,2020-08-01,723,16,Kenya
25259,2020-07-31,788,14,Kenya
25260,2020-07-30,544,12,Kenya
25261,2020-07-29,606,14,Kenya
25262,2020-07-28,372,5,Kenya
25263,2020-07-27,960,2,Kenya
25264,2020-07-26,375,4,Kenya
25265,2020-07-25,667,11,Kenya
25266,2020-07-24,796,3,Kenya
25267,2020-07-23,637,10,Kenya
25268,2020-07-22,397,12,Kenya
25269,2020-07-21,418,4,Kenya
25270,2020-07-20,603,9,Kenya
25271,2020-07-19,688,3,Kenya
25272,2020-07-18,389,9,Kenya
25273,2020-07-17,421,4,Kenya
25274,2020-07-16,461,7,Kenya
25275,2020-07-15,497,5,Kenya
25276,2020-07-14,189,12,Kenya
25277,2020-07-13,379,1,Kenya
25278,2020-07-12,278,3,Kenya
25279,2020-07-11,473,8,Kenya
25280,2020-07-10,447,4,Kenya
25281,2020-07-09,278,2,Kenya
25282,2020-07-08,183,3,Kenya
25283,2020-07-07,181,4,Kenya
25284,2020-07-06,309,1,Kenya
25285,2020-07-05,389,5,Kenya
25286,2020-07-04,247,2,Kenya
25287,2020-07-03,268,3,Kenya
25288,2020-07-02,307,1,Kenya
25289,2020-07-01,176,4,Kenya
25290,2020-06-30,120,1,Kenya
25291,2020-06-29,259,2,Kenya
25292,2020-06-28,278,4,Kenya
25293,2020-06-27,149,5,Kenya
25294,2020-06-26,178,2,Kenya
25295,2020-06-25,254,2,Kenya
25296,2020-06-24,155,3,Kenya
25297,2020-06-23,59,2,Kenya
25298,2020-06-22,260,2,Kenya
25299,2020-06-21,104,2,Kenya
25300,2020-06-20,117,2,Kenya
25301,2020-06-19,213,10,Kenya
25302,2020-06-18,184,2,Kenya
25303,2020-06-17,133,1,Kenya
25304,2020-06-16,133,1,Kenya
25305,2020-06-15,137,3,Kenya
25306,2020-06-14,152,4,Kenya
25307,2020-06-13,90,4,Kenya
25308,2020-06-12,121,3,Kenya
25309,2020-06-11,105,1,Kenya
25310,2020-06-10,127,3,Kenya
25311,2020-06-09,95,1,Kenya
25312,2020-06-08,167,1,Kenya
25313,2020-06-07,126,4,Kenya
25314,2020-06-06,134,1,Kenya
25315,2020-06-05,124,4,Kenya
25316,2020-06-04,123,3,Kenya
25317,2020-06-03,72,2,Kenya
25318,2020-06-02,59,5,Kenya
25319,2020-06-01,74,1,Kenya
25320,2020-05-31,143,1,Kenya
25321,2020-05-30,127,4,Kenya
25322,2020-05-29,147,3,Kenya
25323,2020-05-28,123,3,Kenya
25324,2020-05-27,62,0,Kenya
25325,2020-05-26,72,1,Kenya
25326,2020-05-25,22,1,Kenya
25327,2020-05-24,31,0,Kenya
25328,2020-05-23,52,0,Kenya
25329,2020-05-22,80,0,Kenya
25330,2020-05-21,66,0,Kenya
25331,2020-05-20,51,0,Kenya
25332,2020-05-19,25,0,Kenya
25333,2020-05-18,57,0,Kenya
25334,2020-05-17,49,5,Kenya
25335,2020-05-16,23,3,Kenya
25336,2020-05-15,21,2,Kenya
25337,2020-05-14,22,4,Kenya
25338,2020-05-13,15,3,Kenya
25339,2020-05-12,28,1,Kenya
25340,2020-05-11,23,2,Kenya
25341,2020-05-10,28,1,Kenya
25342,2020-05-09,14,0,Kenya
25343,2020-05-08,25,3,Kenya
25344,2020-05-07,47,2,Kenya
25345,2020-05-06,45,0,Kenya
25346,2020-05-05,25,0,Kenya
25347,2020-05-04,30,2,Kenya
25348,2020-05-03,24,1,Kenya
25349,2020-05-02,15,4,Kenya
25350,2020-05-01,12,2,Kenya
25351,2020-04-30,10,1,Kenya
25352,2020-04-29,11,0,Kenya
25353,2020-04-28,8,0,Kenya
25354,2020-04-27,12,0,Kenya
25355,2020-04-26,7,0,Kenya
25356,2020-04-25,16,0,Kenya
25357,2020-04-24,17,0,Kenya
25358,2020-04-23,22,0,Kenya
25359,2020-04-22,0,0,Kenya
25360,2020-04-21,11,0,Kenya
25361,2020-04-20,8,2,Kenya
25362,2020-04-19,16,1,Kenya
25363,2020-04-18,12,0,Kenya
25364,2020-04-17,9,1,Kenya
25365,2020-04-16,9,1,Kenya
25366,2020-04-15,8,0,Kenya
25367,2020-04-14,11,1,Kenya
25368,2020-04-13,6,1,Kenya
25369,2020-04-12,2,0,Kenya
25370,2020-04-11,5,0,Kenya
25371,2020-04-10,5,1,Kenya
25372,2020-04-09,7,0,Kenya
25373,2020-04-08,14,2,Kenya
25374,2020-04-07,16,0,Kenya
25375,2020-04-06,16,0,Kenya
25376,2020-04-05,4,0,Kenya
25377,2020-04-04,12,1,Kenya
25378,2020-04-03,29,2,Kenya
25379,2020-04-02,22,0,Kenya
25380,2020-04-01,9,0,Kenya
25381,2020-03-31,8,0,Kenya
25382,2020-03-30,4,0,Kenya
25383,2020-03-29,7,0,Kenya
25384,2020-03-28,0,0,Kenya
25385,2020-03-27,6,1,Kenya
25386,2020-03-26,0,0,Kenya
25387,2020-03-25,9,0,Kenya
25388,2020-03-24,1,0,Kenya
25389,2020-03-23,8,0,Kenya
25390,2020-03-22,0,0,Kenya
25391,2020-03-21,0,0,Kenya
25392,2020-03-20,0,0,Kenya
25393,2020-03-19,3,0,Kenya
25394,2020-03-18,1,0,Kenya
25395,2020-03-17,0,0,Kenya
25396,2020-03-16,2,0,Kenya
25397,2020-03-15,0,0,Kenya
25398,2020-03-14,1,0,Kenya
25399,2020-10-20,118,3,Kosovo
25400,2020-10-19,328,11,Kosovo
25401,2020-10-18,104,2,Kosovo
25402,2020-10-17,77,0,Kosovo
25403,2020-10-16,80,1,Kosovo
25404,2020-10-15,98,1,Kosovo
25405,2020-10-14,68,1,Kosovo
25406,2020-10-13,49,2,Kosovo
25407,2020-10-12,80,4,Kosovo
25408,2020-10-11,79,1,Kosovo
25409,2020-10-10,33,0,Kosovo
25410,2020-10-09,49,0,Kosovo
25411,2020-10-08,32,0,Kosovo
25412,2020-10-07,0,0,Kosovo
25413,2020-10-06,0,0,Kosovo
25414,2020-10-05,56,0,Kosovo
25415,2020-10-04,55,3,Kosovo
25416,2020-10-03,40,0,Kosovo
25417,2020-10-02,43,2,Kosovo
25418,2020-10-01,46,0,Kosovo
25419,2020-09-30,54,0,Kosovo
25420,2020-09-29,48,3,Kosovo
25421,2020-09-28,47,3,Kosovo
25422,2020-09-27,46,2,Kosovo
25423,2020-09-26,46,1,Kosovo
25424,2020-09-25,63,0,Kosovo
25425,2020-09-24,62,1,Kosovo
25426,2020-09-23,66,0,Kosovo
25427,2020-09-22,79,2,Kosovo
25428,2020-09-21,61,2,Kosovo
25429,2020-09-20,63,0,Kosovo
25430,2020-09-19,57,4,Kosovo
25431,2020-09-18,43,3,Kosovo
25432,2020-09-17,76,3,Kosovo
25433,2020-09-16,71,1,Kosovo
25434,2020-09-15,55,4,Kosovo
25435,2020-09-14,71,7,Kosovo
25436,2020-09-13,70,3,Kosovo
25437,2020-09-12,50,5,Kosovo
25438,2020-09-11,69,7,Kosovo
25439,2020-09-10,76,6,Kosovo
25440,2020-09-09,97,0,Kosovo
25441,2020-09-08,85,5,Kosovo
25442,2020-09-07,92,7,Kosovo
25443,2020-09-06,117,5,Kosovo
25444,2020-09-05,119,3,Kosovo
25445,2020-09-04,78,9,Kosovo
25446,2020-09-03,112,6,Kosovo
25447,2020-09-02,147,8,Kosovo
25448,2020-09-01,120,9,Kosovo
25449,2020-08-31,119,8,Kosovo
25450,2020-08-30,115,9,Kosovo
25451,2020-08-29,119,1,Kosovo
25452,2020-08-28,141,6,Kosovo
25453,2020-08-27,157,4,Kosovo
25454,2020-08-26,136,8,Kosovo
25455,2020-08-25,99,13,Kosovo
25456,2020-08-24,111,10,Kosovo
25457,2020-08-23,169,9,Kosovo
25458,2020-08-22,162,10,Kosovo
25459,2020-08-21,158,13,Kosovo
25460,2020-08-20,162,9,Kosovo
25461,2020-08-19,141,6,Kosovo
25462,2020-08-18,129,9,Kosovo
25463,2020-08-17,141,11,Kosovo
25464,2020-08-16,145,9,Kosovo
25465,2020-08-15,142,8,Kosovo
25466,2020-08-14,193,8,Kosovo
25467,2020-08-13,205,11,Kosovo
25468,2020-08-12,171,13,Kosovo
25469,2020-08-11,172,14,Kosovo
25470,2020-08-10,188,12,Kosovo
25471,2020-08-09,190,12,Kosovo
25472,2020-08-08,181,3,Kosovo
25473,2020-08-07,196,16,Kosovo
25474,2020-08-06,218,-12,Kosovo
25475,2020-08-05,225,40,Kosovo
25476,2020-08-04,250,7,Kosovo
25477,2020-08-03,245,13,Kosovo
25478,2020-08-02,224,9,Kosovo
25479,2020-08-01,226,15,Kosovo
25480,2020-07-31,258,16,Kosovo
25481,2020-07-30,194,4,Kosovo
25482,2020-07-29,239,7,Kosovo
25483,2020-07-28,496,16,Kosovo
25484,2020-07-27,0,0,Kosovo
25485,2020-07-26,237,5,Kosovo
25486,2020-07-25,213,6,Kosovo
25487,2020-07-24,181,8,Kosovo
25488,2020-07-23,409,11,Kosovo
25489,2020-07-22,0,0,Kosovo
25490,2020-07-21,142,4,Kosovo
25491,2020-07-20,118,5,Kosovo
25492,2020-07-19,145,6,Kosovo
25493,2020-07-18,235,12,Kosovo
25494,2020-07-17,0,0,Kosovo
25495,2020-07-16,119,4,Kosovo
25496,2020-07-15,0,0,Kosovo
25497,2020-07-14,187,6,Kosovo
25498,2020-07-13,216,1,Kosovo
25499,2020-07-12,408,7,Kosovo
25500,2020-07-11,207,8,Kosovo
25501,2020-07-10,214,4,Kosovo
25502,2020-07-09,183,3,Kosovo
25503,2020-07-08,195,4,Kosovo
25504,2020-07-07,152,9,Kosovo
25505,2020-07-06,292,11,Kosovo
25506,2020-07-05,0,0,Kosovo
25507,2020-07-04,0,0,Kosovo
25508,2020-07-03,73,1,Kosovo
25509,2020-07-02,113,3,Kosovo
25510,2020-07-01,79,2,Kosovo
25511,2020-06-30,122,0,Kosovo
25512,2020-06-29,87,1,Kosovo
25513,2020-06-28,96,4,Kosovo
25514,2020-06-27,62,2,Kosovo
25515,2020-06-26,69,2,Kosovo
25516,2020-06-25,95,2,Kosovo
25517,2020-06-24,52,1,Kosovo
25518,2020-06-23,47,1,Kosovo
25519,2020-06-22,96,1,Kosovo
25520,2020-06-21,75,1,Kosovo
25521,2020-06-20,82,0,Kosovo
25522,2020-06-19,83,0,Kosovo
25523,2020-06-18,77,0,Kosovo
25524,2020-06-17,141,1,Kosovo
25525,2020-06-16,129,0,Kosovo
25526,2020-06-15,49,1,Kosovo
25527,2020-06-14,53,1,Kosovo
25528,2020-06-13,58,0,Kosovo
25529,2020-06-12,28,0,Kosovo
25530,2020-06-11,29,0,Kosovo
25531,2020-06-10,6,0,Kosovo
25532,2020-06-09,29,0,Kosovo
25533,2020-06-08,40,1,Kosovo
25534,2020-06-07,36,0,Kosovo
25535,2020-06-06,11,0,Kosovo
25536,2020-06-05,5,0,Kosovo
25537,2020-06-04,19,0,Kosovo
25538,2020-06-03,13,0,Kosovo
25539,2020-06-02,27,0,Kosovo
25540,2020-06-01,13,0,Kosovo
25541,2020-05-31,6,0,Kosovo
25542,2020-05-30,12,0,Kosovo
25543,2020-05-29,4,0,Kosovo
25544,2020-05-28,1,0,Kosovo
25545,2020-05-27,9,0,Kosovo
25546,2020-05-26,6,1,Kosovo
25547,2020-05-25,0,0,Kosovo
25548,2020-05-24,7,0,Kosovo
25549,2020-05-23,21,0,Kosovo
25550,2020-05-22,1,0,Kosovo
25551,2020-05-21,14,0,Kosovo
25552,2020-05-20,1,0,Kosovo
25553,2020-05-19,3,0,Kosovo
25554,2020-05-18,7,0,Kosovo
25555,2020-05-17,23,0,Kosovo
25556,2020-05-16,10,0,Kosovo
25557,2020-05-15,18,0,Kosovo
25558,2020-05-14,8,0,Kosovo
25559,2020-05-13,24,1,Kosovo
25560,2020-05-12,11,0,Kosovo
25561,2020-05-11,14,0,Kosovo
25562,2020-05-10,8,0,Kosovo
25563,2020-05-09,1,1,Kosovo
25564,2020-05-08,1,1,Kosovo
25565,2020-05-07,4,0,Kosovo
25566,2020-05-06,1,0,Kosovo
25567,2020-05-05,4,1,Kosovo
25568,2020-05-04,11,0,Kosovo
25569,2020-05-03,11,1,Kosovo
25570,2020-05-02,9,0,Kosovo
25571,2020-05-01,12,3,Kosovo
25572,2020-04-30,10,0,Kosovo
25573,2020-04-29,12,0,Kosovo
25574,2020-04-28,22,1,Kosovo
25575,2020-04-27,33,2,Kosovo
25576,2020-04-26,28,0,Kosovo
25577,2020-04-25,34,0,Kosovo
25578,2020-04-24,39,1,Kosovo
25579,2020-04-23,26,0,Kosovo
25580,2020-04-22,6,3,Kosovo
25581,2020-04-21,37,0,Kosovo
25582,2020-04-20,28,2,Kosovo
25583,2020-04-19,31,0,Kosovo
25584,2020-04-18,36,1,Kosovo
25585,2020-04-17,30,2,Kosovo
25586,2020-04-16,41,1,Kosovo
25587,2020-04-15,15,0,Kosovo
25588,2020-04-14,18,1,Kosovo
25589,2020-04-13,79,0,Kosovo
25590,2020-04-12,33,0,Kosovo
25591,2020-04-11,23,0,Kosovo
25592,2020-04-10,3,1,Kosovo
25593,2020-04-09,14,1,Kosovo
25594,2020-04-08,19,2,Kosovo
25595,2020-04-07,26,2,Kosovo
25596,2020-04-06,10,0,Kosovo
25597,2020-04-05,8,0,Kosovo
25598,2020-04-04,9,0,Kosovo
25599,2020-04-03,8,0,Kosovo
25600,2020-04-02,13,0,Kosovo
25601,2020-04-01,7,0,Kosovo
25602,2020-03-31,12,0,Kosovo
25603,2020-03-30,3,0,Kosovo
25604,2020-03-29,3,0,Kosovo
25605,2020-03-28,6,0,Kosovo
25606,2020-03-27,15,0,Kosovo
25607,2020-03-26,8,0,Kosovo
25608,2020-03-25,2,0,Kosovo
25609,2020-03-24,28,0,Kosovo
25610,2020-03-23,2,1,Kosovo
25611,2020-03-22,7,0,Kosovo
25612,2020-03-21,3,0,Kosovo
25613,2020-03-20,1,0,Kosovo
25614,2020-03-19,1,0,Kosovo
25615,2020-03-18,3,0,Kosovo
25616,2020-03-17,3,0,Kosovo
25617,2020-03-16,8,0,Kosovo
25618,2020-03-15,3,0,Kosovo
25619,2020-03-14,2,0,Kosovo
25620,2020-10-20,686,9,Kuwait
25621,2020-10-19,663,7,Kuwait
25622,2020-10-18,739,4,Kuwait
25623,2020-10-17,729,6,Kuwait
25624,2020-10-16,746,8,Kuwait
25625,2020-10-15,532,4,Kuwait
25626,2020-10-14,844,8,Kuwait
25627,2020-10-13,777,6,Kuwait
25628,2020-10-12,548,3,Kuwait
25629,2020-10-11,492,6,Kuwait
25630,2020-10-10,635,7,Kuwait
25631,2020-10-09,698,3,Kuwait
25632,2020-10-08,475,7,Kuwait
25633,2020-10-07,676,4,Kuwait
25634,2020-10-06,567,4,Kuwait
25635,2020-10-05,567,4,Kuwait
25636,2020-10-04,371,5,Kuwait
25637,2020-10-03,411,3,Kuwait
25638,2020-10-02,494,2,Kuwait
25639,2020-10-01,614,3,Kuwait
25640,2020-09-30,587,2,Kuwait
25641,2020-09-29,437,4,Kuwait
25642,2020-09-28,345,4,Kuwait
25643,2020-09-27,758,2,Kuwait
25644,2020-09-26,590,3,Kuwait
25645,2020-09-25,552,2,Kuwait
25646,2020-09-24,616,2,Kuwait
25647,2020-09-23,719,3,Kuwait
25648,2020-09-22,530,1,Kuwait
25649,2020-09-21,385,3,Kuwait
25650,2020-09-20,521,1,Kuwait
25651,2020-09-19,704,4,Kuwait
25652,2020-09-18,825,5,Kuwait
25653,2020-09-17,698,3,Kuwait
25654,2020-09-16,829,5,Kuwait
25655,2020-09-15,708,3,Kuwait
25656,2020-09-14,553,2,Kuwait
25657,2020-09-13,736,1,Kuwait
25658,2020-09-12,653,1,Kuwait
25659,2020-09-11,740,4,Kuwait
25660,2020-09-10,838,4,Kuwait
25661,2020-09-09,857,2,Kuwait
25662,2020-09-08,805,2,Kuwait
25663,2020-09-07,619,4,Kuwait
25664,2020-09-06,720,3,Kuwait
25665,2020-09-05,865,1,Kuwait
25666,2020-09-04,900,1,Kuwait
25667,2020-09-03,667,1,Kuwait
25668,2020-09-02,702,3,Kuwait
25669,2020-09-01,473,1,Kuwait
25670,2020-08-31,412,2,Kuwait
25671,2020-08-30,646,3,Kuwait
25672,2020-08-29,633,3,Kuwait
25673,2020-08-28,674,1,Kuwait
25674,2020-08-27,698,2,Kuwait
25675,2020-08-26,613,1,Kuwait
25676,2020-08-25,432,3,Kuwait
25677,2020-08-24,571,2,Kuwait
25678,2020-08-23,688,2,Kuwait
25679,2020-08-22,502,2,Kuwait
25680,2020-08-21,622,2,Kuwait
25681,2020-08-20,675,2,Kuwait
25682,2020-08-19,643,3,Kuwait
25683,2020-08-18,622,1,Kuwait
25684,2020-08-17,508,3,Kuwait
25685,2020-08-16,512,4,Kuwait
25686,2020-08-15,699,5,Kuwait
25687,2020-08-14,701,0,Kuwait
25688,2020-08-13,717,3,Kuwait
25689,2020-08-12,668,4,Kuwait
25690,2020-08-11,687,4,Kuwait
25691,2020-08-10,514,4,Kuwait
25692,2020-08-09,472,3,Kuwait
25693,2020-08-08,682,2,Kuwait
25694,2020-08-07,620,1,Kuwait
25695,2020-08-06,651,3,Kuwait
25696,2020-08-05,475,4,Kuwait
25697,2020-08-04,388,4,Kuwait
25698,2020-08-03,463,4,Kuwait
25699,2020-08-02,491,6,Kuwait
25700,2020-08-01,428,2,Kuwait
25701,2020-07-31,626,1,Kuwait
25702,2020-07-30,754,2,Kuwait
25703,2020-07-29,770,4,Kuwait
25704,2020-07-28,606,5,Kuwait
25705,2020-07-27,464,4,Kuwait
25706,2020-07-26,684,4,Kuwait
25707,2020-07-25,753,4,Kuwait
25708,2020-07-24,687,4,Kuwait
25709,2020-07-23,751,5,Kuwait
25710,2020-07-22,671,4,Kuwait
25711,2020-07-21,559,0,Kuwait
25712,2020-07-20,300,1,Kuwait
25713,2020-07-19,683,3,Kuwait
25714,2020-07-18,553,2,Kuwait
25715,2020-07-17,791,3,Kuwait
25716,2020-07-16,703,3,Kuwait
25717,2020-07-15,666,3,Kuwait
25718,2020-07-14,614,3,Kuwait
25719,2020-07-13,836,4,Kuwait
25720,2020-07-12,478,3,Kuwait
25721,2020-07-11,740,1,Kuwait
25722,2020-07-10,833,3,Kuwait
25723,2020-07-09,762,2,Kuwait
25724,2020-07-08,601,4,Kuwait
25725,2020-07-07,703,5,Kuwait
25726,2020-07-06,638,3,Kuwait
25727,2020-07-05,631,5,Kuwait
25728,2020-07-04,813,1,Kuwait
25729,2020-07-03,919,1,Kuwait
25730,2020-07-02,745,4,Kuwait
25731,2020-07-01,671,4,Kuwait
25732,2020-06-30,582,2,Kuwait
25733,2020-06-29,551,4,Kuwait
25734,2020-06-28,688,3,Kuwait
25735,2020-06-27,915,2,Kuwait
25736,2020-06-26,909,2,Kuwait
25737,2020-06-25,846,3,Kuwait
25738,2020-06-24,742,4,Kuwait
25739,2020-06-23,641,4,Kuwait
25740,2020-06-22,505,7,Kuwait
25741,2020-06-21,467,6,Kuwait
25742,2020-06-20,604,5,Kuwait
25743,2020-06-19,541,2,Kuwait
25744,2020-06-18,575,3,Kuwait
25745,2020-06-17,527,5,Kuwait
25746,2020-06-16,511,2,Kuwait
25747,2020-06-15,454,7,Kuwait
25748,2020-06-14,514,4,Kuwait
25749,2020-06-13,520,6,Kuwait
25750,2020-06-12,609,4,Kuwait
25751,2020-06-11,683,2,Kuwait
25752,2020-06-10,630,4,Kuwait
25753,2020-06-09,662,5,Kuwait
25754,2020-06-08,717,10,Kuwait
25755,2020-06-07,487,10,Kuwait
25756,2020-06-06,723,8,Kuwait
25757,2020-06-05,562,6,Kuwait
25758,2020-06-04,710,4,Kuwait
25759,2020-06-03,887,6,Kuwait
25760,2020-06-02,719,8,Kuwait
25761,2020-06-01,851,7,Kuwait
25762,2020-05-31,1008,11,Kuwait
25763,2020-05-30,1072,9,Kuwait
25764,2020-05-29,845,10,Kuwait
25765,2020-05-28,692,3,Kuwait
25766,2020-05-27,608,7,Kuwait
25767,2020-05-26,665,9,Kuwait
25768,2020-05-25,838,8,Kuwait
25769,2020-05-24,900,10,Kuwait
25770,2020-05-23,955,9,Kuwait
25771,2020-05-22,1041,5,Kuwait
25772,2020-05-21,804,3,Kuwait
25773,2020-05-20,1073,3,Kuwait
25774,2020-05-19,841,6,Kuwait
25775,2020-05-18,1048,5,Kuwait
25776,2020-05-17,942,11,Kuwait
25777,2020-05-16,885,8,Kuwait
25778,2020-05-15,947,6,Kuwait
25779,2020-05-14,751,7,Kuwait
25780,2020-05-13,991,10,Kuwait
25781,2020-05-12,598,7,Kuwait
25782,2020-05-11,1065,9,Kuwait
25783,2020-05-10,415,2,Kuwait
25784,2020-05-09,641,3,Kuwait
25785,2020-05-08,278,2,Kuwait
25786,2020-05-07,485,2,Kuwait
25787,2020-05-06,526,0,Kuwait
