,dateRep,cases,deaths,countriesAndTerritories
7004,2020-03-31,1,0,British_Virgin_Islands
7005,2020-03-30,0,0,British_Virgin_Islands
7006,2020-03-29,0,0,British_Virgin_Islands
7007,2020-03-28,0,0,British_Virgin_Islands
7008,2020-03-27,2,0,British_Virgin_Islands
7009,2020-10-20,0,0,Brunei_Darussalam
7010,2020-10-19,0,0,Brunei_Darussalam
7011,2020-10-18,0,0,Brunei_Darussalam
7012,2020-10-17,0,0,Brunei_Darussalam
7013,2020-10-16,0,0,Brunei_Darussalam
7014,2020-10-15,1,0,Brunei_Darussalam
7015,2020-10-14,0,0,Brunei_Darussalam
7016,2020-10-13,0,0,Brunei_Darussalam
7017,2020-10-12,0,0,Brunei_Darussalam
7018,2020-10-11,0,0,Brunei_Darussalam
7019,2020-10-10,0,0,Brunei_Darussalam
7020,2020-10-09,0,0,Brunei_Darussalam
7021,2020-10-08,0,0,Brunei_Darussalam
7022,2020-10-07,0,0,Brunei_Darussalam
7023,2020-10-06,0,0,Brunei_Darussalam
7024,2020-10-05,0,0,Brunei_Darussalam
7025,2020-10-04,0,0,Brunei_Darussalam
7026,2020-10-03,0,0,Brunei_Darussalam
7027,2020-10-02,0,0,Brunei_Darussalam
7028,2020-10-01,0,0,Brunei_Darussalam
7029,2020-09-30,0,0,Brunei_Darussalam
7030,2020-09-29,0,0,Brunei_Darussalam
7031,2020-09-28,0,0,Brunei_Darussalam
7032,2020-09-27,1,0,Brunei_Darussalam
7033,2020-09-26,0,0,Brunei_Darussalam
7034,2020-09-25,0,0,Brunei_Darussalam
7035,2020-09-24,0,0,Brunei_Darussalam
7036,2020-09-23,0,0,Brunei_Darussalam
7037,2020-09-22,0,0,Brunei_Darussalam
7038,2020-09-21,0,0,Brunei_Darussalam
7039,2020-09-20,0,0,Brunei_Darussalam
7040,2020-09-19,0,0,Brunei_Darussalam
7041,2020-09-18,0,0,Brunei_Darussalam
7042,2020-09-17,0,0,Brunei_Darussalam
7043,2020-09-16,0,0,Brunei_Darussalam
7044,2020-09-15,0,0,Brunei_Darussalam
7045,2020-09-14,0,0,Brunei_Darussalam
7046,2020-09-13,0,0,Brunei_Darussalam
7047,2020-09-12,0,0,Brunei_Darussalam
7048,2020-09-11,0,0,Brunei_Darussalam
7049,2020-09-10,0,0,Brunei_Darussalam
7050,2020-09-09,0,0,Brunei_Darussalam
7051,2020-09-08,0,0,Brunei_Darussalam
7052,2020-09-07,0,0,Brunei_Darussalam
7053,2020-09-06,0,0,Brunei_Darussalam
7054,2020-09-05,1,0,Brunei_Darussalam
7055,2020-09-04,0,0,Brunei_Darussalam
7056,2020-09-03,0,0,Brunei_Darussalam
7057,2020-09-02,0,0,Brunei_Darussalam
7058,2020-09-01,0,0,Brunei_Darussalam
7059,2020-08-31,0,0,Brunei_Darussalam
7060,2020-08-30,0,0,Brunei_Darussalam
7061,2020-08-29,0,0,Brunei_Darussalam
7062,2020-08-28,0,0,Brunei_Darussalam
7063,2020-08-27,0,0,Brunei_Darussalam
7064,2020-08-26,1,0,Brunei_Darussalam
7065,2020-08-25,0,0,Brunei_Darussalam
7066,2020-08-24,0,0,Brunei_Darussalam
7067,2020-08-23,0,0,Brunei_Darussalam
7068,2020-08-22,0,0,Brunei_Darussalam
7069,2020-08-21,1,0,Brunei_Darussalam
7070,2020-08-20,0,0,Brunei_Darussalam
7071,2020-08-19,0,0,Brunei_Darussalam
7072,2020-08-18,0,0,Brunei_Darussalam
7073,2020-08-17,0,0,Brunei_Darussalam
7074,2020-08-16,0,0,Brunei_Darussalam
7075,2020-08-15,0,0,Brunei_Darussalam
7076,2020-08-14,0,0,Brunei_Darussalam
7077,2020-08-13,0,0,Brunei_Darussalam
7078,2020-08-12,0,0,Brunei_Darussalam
7079,2020-08-11,0,0,Brunei_Darussalam
7080,2020-08-10,0,0,Brunei_Darussalam
7081,2020-08-09,0,0,Brunei_Darussalam
7082,2020-08-08,1,0,Brunei_Darussalam
7083,2020-08-07,0,0,Brunei_Darussalam
7084,2020-08-06,0,0,Brunei_Darussalam
7085,2020-08-05,0,0,Brunei_Darussalam
7086,2020-08-04,0,0,Brunei_Darussalam
7087,2020-08-03,0,0,Brunei_Darussalam
7088,2020-08-02,0,0,Brunei_Darussalam
7089,2020-08-01,0,0,Brunei_Darussalam
7090,2020-07-31,0,0,Brunei_Darussalam
7091,2020-07-30,0,0,Brunei_Darussalam
7092,2020-07-29,0,0,Brunei_Darussalam
7093,2020-07-28,0,0,Brunei_Darussalam
7094,2020-07-27,0,0,Brunei_Darussalam
7095,2020-07-26,0,0,Brunei_Darussalam
7096,2020-07-25,0,0,Brunei_Darussalam
7097,2020-07-24,0,0,Brunei_Darussalam
7098,2020-07-23,0,0,Brunei_Darussalam
7099,2020-07-22,0,0,Brunei_Darussalam
7100,2020-07-21,0,0,Brunei_Darussalam
7101,2020-07-20,0,0,Brunei_Darussalam
7102,2020-07-19,0,0,Brunei_Darussalam
7103,2020-07-18,0,0,Brunei_Darussalam
7104,2020-07-17,0,0,Brunei_Darussalam
7105,2020-07-16,0,0,Brunei_Darussalam
7106,2020-07-15,0,0,Brunei_Darussalam
7107,2020-07-14,0,0,Brunei_Darussalam
7108,2020-07-13,0,0,Brunei_Darussalam
7109,2020-07-12,0,0,Brunei_Darussalam
7110,2020-07-11,0,0,Brunei_Darussalam
7111,2020-07-10,0,0,Brunei_Darussalam
7112,2020-07-09,0,0,Brunei_Darussalam
7113,2020-07-08,0,0,Brunei_Darussalam
7114,2020-07-07,0,0,Brunei_Darussalam
7115,2020-07-06,0,0,Brunei_Darussalam
7116,2020-07-05,0,0,Brunei_Darussalam
7117,2020-07-04,0,0,Brunei_Darussalam
7118,2020-07-03,0,0,Brunei_Darussalam
7119,2020-07-02,0,0,Brunei_Darussalam
7120,2020-07-01,0,0,Brunei_Darussalam
7121,2020-06-30,0,0,Brunei_Darussalam
7122,2020-06-29,0,0,Brunei_Darussalam
7123,2020-06-28,0,0,Brunei_Darussalam
7124,2020-06-27,0,0,Brunei_Darussalam
7125,2020-06-26,0,0,Brunei_Darussalam
7126,2020-06-25,0,0,Brunei_Darussalam
7127,2020-06-24,0,0,Brunei_Darussalam
7128,2020-06-23,0,0,Brunei_Darussalam
7129,2020-06-22,0,0,Brunei_Darussalam
7130,2020-06-21,0,0,Brunei_Darussalam
7131,2020-06-20,0,0,Brunei_Darussalam
7132,2020-06-19,0,0,Brunei_Darussalam
7133,2020-06-18,0,0,Brunei_Darussalam
7134,2020-06-17,0,1,Brunei_Darussalam
7135,2020-06-16,0,0,Brunei_Darussalam
7136,2020-06-15,0,0,Brunei_Darussalam
7137,2020-06-14,0,0,Brunei_Darussalam
7138,2020-06-13,0,0,Brunei_Darussalam
7139,2020-06-12,0,0,Brunei_Darussalam
7140,2020-06-11,0,0,Brunei_Darussalam
7141,2020-06-10,0,0,Brunei_Darussalam
7142,2020-06-09,0,0,Brunei_Darussalam
7143,2020-06-08,0,0,Brunei_Darussalam
7144,2020-06-07,0,0,Brunei_Darussalam
7145,2020-06-06,0,0,Brunei_Darussalam
7146,2020-06-05,0,0,Brunei_Darussalam
7147,2020-06-04,0,0,Brunei_Darussalam
7148,2020-06-03,0,0,Brunei_Darussalam
7149,2020-06-02,0,0,Brunei_Darussalam
7150,2020-06-01,0,0,Brunei_Darussalam
7151,2020-05-31,0,0,Brunei_Darussalam
7152,2020-05-30,0,0,Brunei_Darussalam
7153,2020-05-29,0,0,Brunei_Darussalam
7154,2020-05-28,0,1,Brunei_Darussalam
7155,2020-05-27,0,0,Brunei_Darussalam
7156,2020-05-26,0,0,Brunei_Darussalam
7157,2020-05-25,0,0,Brunei_Darussalam
7158,2020-05-24,0,0,Brunei_Darussalam
7159,2020-05-23,0,0,Brunei_Darussalam
7160,2020-05-22,0,0,Brunei_Darussalam
7161,2020-05-21,0,0,Brunei_Darussalam
7162,2020-05-20,0,0,Brunei_Darussalam
7163,2020-05-19,0,0,Brunei_Darussalam
7164,2020-05-18,0,0,Brunei_Darussalam
7165,2020-05-17,0,0,Brunei_Darussalam
7166,2020-05-16,0,0,Brunei_Darussalam
7167,2020-05-15,0,0,Brunei_Darussalam
7168,2020-05-14,0,0,Brunei_Darussalam
7169,2020-05-13,0,0,Brunei_Darussalam
7170,2020-05-12,0,0,Brunei_Darussalam
7171,2020-05-11,0,0,Brunei_Darussalam
7172,2020-05-10,0,0,Brunei_Darussalam
7173,2020-05-09,0,0,Brunei_Darussalam
7174,2020-05-08,2,0,Brunei_Darussalam
7175,2020-05-07,1,0,Brunei_Darussalam
7176,2020-05-06,0,0,Brunei_Darussalam
7177,2020-05-05,0,0,Brunei_Darussalam
7178,2020-05-04,0,0,Brunei_Darussalam
7179,2020-05-03,0,0,Brunei_Darussalam
7180,2020-05-02,0,0,Brunei_Darussalam
7181,2020-05-01,0,0,Brunei_Darussalam
7182,2020-04-30,0,0,Brunei_Darussalam
7183,2020-04-29,0,0,Brunei_Darussalam
7184,2020-04-28,0,0,Brunei_Darussalam
7185,2020-04-27,0,0,Brunei_Darussalam
7186,2020-04-26,0,0,Brunei_Darussalam
7187,2020-04-25,0,0,Brunei_Darussalam
7188,2020-04-24,0,0,Brunei_Darussalam
7189,2020-04-23,0,0,Brunei_Darussalam
7190,2020-04-22,0,0,Brunei_Darussalam
7191,2020-04-21,0,0,Brunei_Darussalam
7192,2020-04-20,1,0,Brunei_Darussalam
7193,2020-04-19,1,0,Brunei_Darussalam
7194,2020-04-18,0,0,Brunei_Darussalam
7195,2020-04-17,0,0,Brunei_Darussalam
7196,2020-04-16,0,0,Brunei_Darussalam
7197,2020-04-15,0,0,Brunei_Darussalam
7198,2020-04-14,0,0,Brunei_Darussalam
7199,2020-04-13,0,0,Brunei_Darussalam
7200,2020-04-12,0,0,Brunei_Darussalam
7201,2020-04-11,1,0,Brunei_Darussalam
7202,2020-04-10,0,0,Brunei_Darussalam
7203,2020-04-09,0,0,Brunei_Darussalam
7204,2020-04-08,0,0,Brunei_Darussalam
7205,2020-04-07,0,0,Brunei_Darussalam
7206,2020-04-06,0,0,Brunei_Darussalam
7207,2020-04-05,2,0,Brunei_Darussalam
7208,2020-04-04,0,0,Brunei_Darussalam
7209,2020-04-03,2,0,Brunei_Darussalam
7210,2020-04-02,2,0,Brunei_Darussalam
7211,2020-04-01,2,0,Brunei_Darussalam
7212,2020-03-31,1,0,Brunei_Darussalam
7213,2020-03-30,6,0,Brunei_Darussalam
7214,2020-03-29,5,1,Brunei_Darussalam
7215,2020-03-28,1,0,Brunei_Darussalam
7216,2020-03-27,7,0,Brunei_Darussalam
7217,2020-03-26,3,0,Brunei_Darussalam
7218,2020-03-25,13,0,Brunei_Darussalam
7219,2020-03-24,3,0,Brunei_Darussalam
7220,2020-03-23,5,0,Brunei_Darussalam
7221,2020-03-22,5,0,Brunei_Darussalam
7222,2020-03-21,5,0,Brunei_Darussalam
7223,2020-03-20,5,0,Brunei_Darussalam
7224,2020-03-19,12,0,Brunei_Darussalam
7225,2020-03-18,2,0,Brunei_Darussalam
7226,2020-03-17,4,0,Brunei_Darussalam
7227,2020-03-16,10,0,Brunei_Darussalam
7228,2020-03-15,3,0,Brunei_Darussalam
7229,2020-03-14,12,0,Brunei_Darussalam
7230,2020-03-13,14,0,Brunei_Darussalam
7231,2020-03-12,10,0,Brunei_Darussalam
7232,2020-03-10,1,0,Brunei_Darussalam
7233,2020-10-20,1024,22,Bulgaria
7234,2020-10-19,395,18,Bulgaria
7235,2020-10-18,603,10,Bulgaria
7236,2020-10-17,998,14,Bulgaria
7237,2020-10-16,914,15,Bulgaria
7238,2020-10-15,819,6,Bulgaria
7239,2020-10-14,785,8,Bulgaria
7240,2020-10-13,587,23,Bulgaria
7241,2020-10-12,531,5,Bulgaria
7242,2020-10-11,0,0,Bulgaria
7243,2020-10-10,612,7,Bulgaria
7244,2020-10-09,516,7,Bulgaria
7245,2020-10-08,437,11,Bulgaria
7246,2020-10-07,436,8,Bulgaria
7247,2020-10-06,283,10,Bulgaria
7248,2020-10-05,69,3,Bulgaria
7249,2020-10-04,182,3,Bulgaria
7250,2020-10-03,240,6,Bulgaria
7251,2020-10-02,263,7,Bulgaria
7252,2020-10-01,286,11,Bulgaria
7253,2020-09-30,276,7,Bulgaria
7254,2020-09-29,216,11,Bulgaria
7255,2020-09-28,58,7,Bulgaria
7256,2020-09-27,169,0,Bulgaria
7257,2020-09-26,255,4,Bulgaria
7258,2020-09-25,290,6,Bulgaria
7259,2020-09-24,160,12,Bulgaria
7260,2020-09-23,109,2,Bulgaria
7261,2020-09-22,151,4,Bulgaria
7262,2020-09-21,44,6,Bulgaria
7263,2020-09-20,86,2,Bulgaria
7264,2020-09-19,189,9,Bulgaria
7265,2020-09-18,154,0,Bulgaria
7266,2020-09-17,174,8,Bulgaria
7267,2020-09-16,155,6,Bulgaria
7268,2020-09-15,143,10,Bulgaria
7269,2020-09-14,27,3,Bulgaria
7270,2020-09-13,92,4,Bulgaria
7271,2020-09-12,201,7,Bulgaria
7272,2020-09-11,163,4,Bulgaria
7273,2020-09-10,122,10,Bulgaria
7274,2020-09-09,167,15,Bulgaria
7275,2020-09-08,96,6,Bulgaria
7276,2020-09-07,96,6,Bulgaria
7277,2020-09-06,179,7,Bulgaria
7278,2020-09-05,158,10,Bulgaria
7279,2020-09-04,163,6,Bulgaria
7280,2020-09-03,188,13,Bulgaria
7281,2020-09-02,0,0,Bulgaria
7282,2020-09-01,76,16,Bulgaria
7283,2020-08-31,26,8,Bulgaria
7284,2020-08-30,99,2,Bulgaria
7285,2020-08-29,157,9,Bulgaria
7286,2020-08-28,157,8,Bulgaria
7287,2020-08-27,162,14,Bulgaria
7288,2020-08-26,203,9,Bulgaria
7289,2020-08-25,99,18,Bulgaria
7290,2020-08-24,60,0,Bulgaria
7291,2020-08-23,96,6,Bulgaria
7292,2020-08-22,169,7,Bulgaria
7293,2020-08-21,142,5,Bulgaria
7294,2020-08-20,151,8,Bulgaria
7295,2020-08-19,169,7,Bulgaria
7296,2020-08-18,135,14,Bulgaria
7297,2020-08-17,32,3,Bulgaria
7298,2020-08-16,90,3,Bulgaria
7299,2020-08-15,174,8,Bulgaria
7300,2020-08-14,176,2,Bulgaria
7301,2020-08-13,171,11,Bulgaria
7302,2020-08-12,210,12,Bulgaria
7303,2020-08-11,116,12,Bulgaria
7304,2020-08-10,53,2,Bulgaria
7305,2020-08-09,329,10,Bulgaria
7306,2020-08-08,297,11,Bulgaria
7307,2020-08-07,303,9,Bulgaria
7308,2020-08-06,255,11,Bulgaria
7309,2020-08-05,204,16,Bulgaria
7310,2020-08-04,0,0,Bulgaria
7311,2020-08-03,119,3,Bulgaria
7312,2020-08-02,146,2,Bulgaria
7313,2020-08-01,270,9,Bulgaria
7314,2020-07-31,265,6,Bulgaria
7315,2020-07-30,284,13,Bulgaria
7316,2020-07-29,250,8,Bulgaria
7317,2020-07-28,194,7,Bulgaria
7318,2020-07-27,115,2,Bulgaria
7319,2020-07-26,189,1,Bulgaria
7320,2020-07-25,270,8,Bulgaria
7321,2020-07-24,269,8,Bulgaria
7322,2020-07-23,330,8,Bulgaria
7323,2020-07-22,325,5,Bulgaria
7324,2020-07-21,196,8,Bulgaria
7325,2020-07-20,95,1,Bulgaria
7326,2020-07-19,196,2,Bulgaria
7327,2020-07-18,298,4,Bulgaria
7328,2020-07-17,267,4,Bulgaria
7329,2020-07-16,232,6,Bulgaria
7330,2020-07-15,234,7,Bulgaria
7331,2020-07-14,159,8,Bulgaria
7332,2020-07-13,77,6,Bulgaria
7333,2020-07-12,211,0,Bulgaria
7334,2020-07-11,292,0,Bulgaria
7335,2020-07-10,330,3,Bulgaria
7336,2020-07-09,240,5,Bulgaria
7337,2020-07-08,188,4,Bulgaria
7338,2020-07-07,174,4,Bulgaria
7339,2020-07-06,63,5,Bulgaria
7340,2020-07-05,180,2,Bulgaria
7341,2020-07-04,182,7,Bulgaria
7342,2020-07-03,161,0,Bulgaria
7343,2020-07-02,165,2,Bulgaria
7344,2020-07-01,158,7,Bulgaria
7345,2020-06-30,140,4,Bulgaria
7346,2020-06-29,66,3,Bulgaria
7347,2020-06-28,112,1,Bulgaria
7348,2020-06-27,105,4,Bulgaria
7349,2020-06-26,166,2,Bulgaria
7350,2020-06-25,128,1,Bulgaria
7351,2020-06-24,130,1,Bulgaria
7352,2020-06-23,79,8,Bulgaria
7353,2020-06-22,33,0,Bulgaria
7354,2020-06-21,117,6,Bulgaria
7355,2020-06-20,81,3,Bulgaria
7356,2020-06-19,132,6,Bulgaria
7357,2020-06-18,89,3,Bulgaria
7358,2020-06-17,112,5,Bulgaria
7359,2020-06-16,51,2,Bulgaria
7360,2020-06-15,24,2,Bulgaria
7361,2020-06-14,75,0,Bulgaria
7362,2020-06-13,105,4,Bulgaria
7363,2020-06-12,93,1,Bulgaria
7364,2020-06-11,104,0,Bulgaria
7365,2020-06-10,79,3,Bulgaria
7366,2020-06-09,83,4,Bulgaria
7367,2020-06-08,16,0,Bulgaria
7368,2020-06-07,43,0,Bulgaria
7369,2020-06-06,83,13,Bulgaria
7370,2020-06-05,0,0,Bulgaria
7371,2020-06-04,47,3,Bulgaria
7372,2020-06-03,25,0,Bulgaria
7373,2020-06-02,0,4,Bulgaria
7374,2020-06-01,0,0,Bulgaria
7375,2020-05-31,14,1,Bulgaria
7376,2020-05-30,14,3,Bulgaria
7377,2020-05-29,25,3,Bulgaria
7378,2020-05-28,0,0,Bulgaria
7379,2020-05-27,27,3,Bulgaria
7380,2020-05-26,0,0,Bulgaria
7381,2020-05-25,25,4,Bulgaria
7382,2020-05-24,0,0,Bulgaria
7383,2020-05-23,36,1,Bulgaria
7384,2020-05-22,41,5,Bulgaria
7385,2020-05-21,39,4,Bulgaria
7386,2020-05-20,33,4,Bulgaria
7387,2020-05-19,24,2,Bulgaria
7388,2020-05-18,24,2,Bulgaria
7389,2020-05-17,73,6,Bulgaria
7390,2020-05-16,38,3,Bulgaria
7391,2020-05-15,31,3,Bulgaria
7392,2020-05-14,46,1,Bulgaria
7393,2020-05-13,33,2,Bulgaria
7394,2020-05-12,25,2,Bulgaria
7395,2020-05-11,10,1,Bulgaria
7396,2020-05-10,44,2,Bulgaria
7397,2020-05-09,82,4,Bulgaria
7398,2020-05-08,51,0,Bulgaria
7399,2020-05-07,89,6,Bulgaria
7400,2020-05-06,37,0,Bulgaria
7401,2020-05-05,34,5,Bulgaria
7402,2020-05-04,24,1,Bulgaria
7403,2020-05-03,6,3,Bulgaria
7404,2020-05-02,82,3,Bulgaria
7405,2020-05-01,59,2,Bulgaria
7406,2020-04-30,48,6,Bulgaria
7407,2020-04-29,36,0,Bulgaria
7408,2020-04-28,63,2,Bulgaria
7409,2020-04-27,53,1,Bulgaria
7410,2020-04-26,59,1,Bulgaria
7411,2020-04-25,91,2,Bulgaria
7412,2020-04-24,73,3,Bulgaria
7413,2020-04-23,49,4,Bulgaria
7414,2020-04-22,46,2,Bulgaria
7415,2020-04-21,14,0,Bulgaria
7416,2020-04-20,37,2,Bulgaria
7417,2020-04-19,32,0,Bulgaria
7418,2020-04-18,46,3,Bulgaria
7419,2020-04-17,53,2,Bulgaria
7420,2020-04-16,34,1,Bulgaria
7421,2020-04-15,28,3,Bulgaria
7422,2020-04-14,10,3,Bulgaria
7423,2020-04-13,14,1,Bulgaria
7424,2020-04-12,26,3,Bulgaria
7425,2020-04-11,11,1,Bulgaria
7426,2020-04-10,31,0,Bulgaria
7427,2020-04-09,16,1,Bulgaria
7428,2020-04-08,28,1,Bulgaria
7429,2020-04-07,18,2,Bulgaria
7430,2020-04-06,28,3,Bulgaria
7431,2020-04-05,18,3,Bulgaria
7432,2020-04-04,28,4,Bulgaria
7433,2020-04-03,35,0,Bulgaria
7434,2020-04-02,23,2,Bulgaria
7435,2020-04-01,40,0,Bulgaria
7436,2020-03-31,13,0,Bulgaria
7437,2020-03-30,15,1,Bulgaria
7438,2020-03-29,38,4,Bulgaria
7439,2020-03-28,29,0,Bulgaria
7440,2020-03-27,22,0,Bulgaria
7441,2020-03-26,22,0,Bulgaria
7442,2020-03-25,19,0,Bulgaria
7443,2020-03-24,16,0,Bulgaria
7444,2020-03-23,22,0,Bulgaria
7445,2020-03-22,36,0,Bulgaria
7446,2020-03-21,22,0,Bulgaria
7447,2020-03-20,13,1,Bulgaria
7448,2020-03-19,11,0,Bulgaria
7449,2020-03-18,19,0,Bulgaria
7450,2020-03-17,11,0,Bulgaria
7451,2020-03-16,10,0,Bulgaria
7452,2020-03-15,10,1,Bulgaria
7453,2020-03-14,8,0,Bulgaria
7454,2020-03-13,16,0,Bulgaria
7455,2020-03-12,3,1,Bulgaria
7456,2020-03-09,2,0,Bulgaria
7457,2020-03-08,2,0,Bulgaria
7458,2020-10-20,6,0,Burkina_Faso
7459,2020-10-19,38,0,Burkina_Faso
7460,2020-10-18,0,0,Burkina_Faso
7461,2020-10-17,8,0,Burkina_Faso
7462,2020-10-16,30,2,Burkina_Faso
7463,2020-10-15,0,0,Burkina_Faso
7464,2020-10-14,11,0,Burkina_Faso
7465,2020-10-13,14,0,Burkina_Faso
7466,2020-10-12,9,2,Burkina_Faso
7467,2020-10-11,17,1,Burkina_Faso
7468,2020-10-10,13,0,Burkina_Faso
7469,2020-10-09,19,1,Burkina_Faso
7470,2020-10-08,25,0,Burkina_Faso
7471,2020-10-07,13,0,Burkina_Faso
7472,2020-10-06,17,0,Burkina_Faso
7473,2020-10-05,13,0,Burkina_Faso
7474,2020-10-04,31,1,Burkina_Faso
7475,2020-10-03,35,0,Burkina_Faso
7476,2020-10-02,32,0,Burkina_Faso
7477,2020-10-01,24,0,Burkina_Faso
7478,2020-09-30,4,1,Burkina_Faso
7479,2020-09-29,20,1,Burkina_Faso
7480,2020-09-28,35,0,Burkina_Faso
7481,2020-09-27,11,0,Burkina_Faso
7482,2020-09-26,12,0,Burkina_Faso
7483,2020-09-25,21,0,Burkina_Faso
7484,2020-09-24,22,0,Burkina_Faso
7485,2020-09-23,11,0,Burkina_Faso
7486,2020-09-22,50,0,Burkina_Faso
7487,2020-09-21,30,0,Burkina_Faso
7488,2020-09-20,19,0,Burkina_Faso
7489,2020-09-19,30,0,Burkina_Faso
7490,2020-09-18,19,0,Burkina_Faso
7491,2020-09-17,15,0,Burkina_Faso
7492,2020-09-16,16,0,Burkina_Faso
7493,2020-09-15,10,0,Burkina_Faso
7494,2020-09-14,193,0,Burkina_Faso
7495,2020-09-13,15,0,Burkina_Faso
7496,2020-09-12,13,0,Burkina_Faso
7497,2020-09-11,10,0,Burkina_Faso
7498,2020-09-10,10,0,Burkina_Faso
7499,2020-09-09,3,0,Burkina_Faso
7500,2020-09-08,11,1,Burkina_Faso
7501,2020-09-07,5,0,Burkina_Faso
7502,2020-09-06,39,0,Burkina_Faso
7503,2020-09-05,22,0,Burkina_Faso
7504,2020-09-04,8,0,Burkina_Faso
7505,2020-09-03,3,0,Burkina_Faso
7506,2020-09-02,5,0,Burkina_Faso
7507,2020-09-01,2,0,Burkina_Faso
7508,2020-08-31,6,0,Burkina_Faso
7509,2020-08-30,4,0,Burkina_Faso
7510,2020-08-29,1,0,Burkina_Faso
7511,2020-08-28,5,0,Burkina_Faso
7512,2020-08-27,0,0,Burkina_Faso
7513,2020-08-26,14,0,Burkina_Faso
7514,2020-08-25,10,0,Burkina_Faso
7515,2020-08-24,8,0,Burkina_Faso
7516,2020-08-23,7,0,Burkina_Faso
7517,2020-08-22,16,0,Burkina_Faso
7518,2020-08-21,5,0,Burkina_Faso
7519,2020-08-20,7,0,Burkina_Faso
7520,2020-08-19,5,0,Burkina_Faso
7521,2020-08-18,13,0,Burkina_Faso
7522,2020-08-17,18,1,Burkina_Faso
7523,2020-08-16,9,0,Burkina_Faso
7524,2020-08-15,2,0,Burkina_Faso
7525,2020-08-14,10,0,Burkina_Faso
7526,2020-08-13,15,0,Burkina_Faso
7527,2020-08-12,2,0,Burkina_Faso
7528,2020-08-11,7,0,Burkina_Faso
7529,2020-08-10,24,0,Burkina_Faso
7530,2020-08-09,5,0,Burkina_Faso
7531,2020-08-08,13,0,Burkina_Faso
7532,2020-08-07,4,0,Burkina_Faso
7533,2020-08-06,2,0,Burkina_Faso
7534,2020-08-05,3,0,Burkina_Faso
7535,2020-08-04,3,1,Burkina_Faso
7536,2020-08-03,1,0,Burkina_Faso
7537,2020-08-02,6,0,Burkina_Faso
7538,2020-08-01,26,0,Burkina_Faso
7539,2020-07-31,0,0,Burkina_Faso
7540,2020-07-30,11,0,Burkina_Faso
7541,2020-07-29,6,0,Burkina_Faso
7542,2020-07-28,0,0,Burkina_Faso
7543,2020-07-27,14,0,Burkina_Faso
7544,2020-07-26,5,0,Burkina_Faso
7545,2020-07-25,6,0,Burkina_Faso
7546,2020-07-24,9,0,Burkina_Faso
7547,2020-07-23,1,0,Burkina_Faso
7548,2020-07-22,0,0,Burkina_Faso
7549,2020-07-21,0,0,Burkina_Faso
7550,2020-07-20,13,0,Burkina_Faso
7551,2020-07-19,5,0,Burkina_Faso
7552,2020-07-18,9,0,Burkina_Faso
7553,2020-07-17,0,0,Burkina_Faso
7554,2020-07-16,0,0,Burkina_Faso
7555,2020-07-15,2,0,Burkina_Faso
7556,2020-07-14,0,0,Burkina_Faso
7557,2020-07-13,3,0,Burkina_Faso
7558,2020-07-12,13,0,Burkina_Faso
7559,2020-07-11,0,0,Burkina_Faso
7560,2020-07-10,15,0,Burkina_Faso
7561,2020-07-09,2,0,Burkina_Faso
7562,2020-07-08,3,0,Burkina_Faso
7563,2020-07-07,13,0,Burkina_Faso
7564,2020-07-06,0,0,Burkina_Faso
7565,2020-07-05,0,0,Burkina_Faso
7566,2020-07-04,7,0,Burkina_Faso
7567,2020-07-03,18,0,Burkina_Faso
7568,2020-07-02,0,0,Burkina_Faso
7569,2020-07-01,3,0,Burkina_Faso
7570,2020-06-30,0,0,Burkina_Faso
7571,2020-06-29,18,0,Burkina_Faso
7572,2020-06-28,0,0,Burkina_Faso
7573,2020-06-27,0,0,Burkina_Faso
7574,2020-06-26,7,0,Burkina_Faso
7575,2020-06-25,15,0,Burkina_Faso
7576,2020-06-24,12,0,Burkina_Faso
7577,2020-06-23,4,0,Burkina_Faso
7578,2020-06-22,1,0,Burkina_Faso
7579,2020-06-21,2,0,Burkina_Faso
7580,2020-06-20,1,0,Burkina_Faso
7581,2020-06-19,0,0,Burkina_Faso
7582,2020-06-18,4,0,Burkina_Faso
7583,2020-06-17,1,0,Burkina_Faso
7584,2020-06-16,0,0,Burkina_Faso
7585,2020-06-15,0,0,Burkina_Faso
7586,2020-06-14,2,0,Burkina_Faso
7587,2020-06-13,0,0,Burkina_Faso
7588,2020-06-12,1,0,Burkina_Faso
7589,2020-06-11,0,0,Burkina_Faso
7590,2020-06-10,1,0,Burkina_Faso
7591,2020-06-09,1,0,Burkina_Faso
7592,2020-06-08,1,0,Burkina_Faso
7593,2020-06-07,0,0,Burkina_Faso
7594,2020-06-06,3,0,Burkina_Faso
7595,2020-06-05,1,0,Burkina_Faso
7596,2020-06-04,1,0,Burkina_Faso
7597,2020-06-03,2,0,Burkina_Faso
7598,2020-06-02,0,0,Burkina_Faso
7599,2020-06-01,28,0,Burkina_Faso
7600,2020-05-31,6,0,Burkina_Faso
7601,2020-05-30,0,0,Burkina_Faso
7602,2020-05-29,2,0,Burkina_Faso
7603,2020-05-28,0,0,Burkina_Faso
7604,2020-05-27,4,1,Burkina_Faso
7605,2020-05-26,9,0,Burkina_Faso
7606,2020-05-25,18,0,Burkina_Faso
7607,2020-05-24,0,0,Burkina_Faso
7608,2020-05-23,2,0,Burkina_Faso
7609,2020-05-22,3,0,Burkina_Faso
7610,2020-05-21,3,0,Burkina_Faso
