cases,deaths,countriesAndTerritories,year,month,day
403,11,Algeria,2020,8,20
419,12,Algeria,2020,8,19
442,9,Algeria,2020,8,18
450,10,Algeria,2020,8,17
469,9,Algeria,2020,8,16
477,10,Algeria,2020,8,15
488,8,Algeria,2020,8,14
495,11,Algeria,2020,8,13
492,10,Algeria,2020,8,12
498,10,Algeria,2020,8,11
521,9,Algeria,2020,8,10
538,11,Algeria,2020,8,9
529,9,Algeria,2020,8,8
571,12,Algeria,2020,8,7
551,13,Algeria,2020,8,6
532,9,Algeria,2020,8,5
507,8,Algeria,2020,8,4
515,8,Algeria,2020,8,3
556,13,Algeria,2020,8,2
563,10,Algeria,2020,8,1
602,14,Algeria,2020,7,31
614,12,Algeria,2020,7,30
642,11,Algeria,2020,7,29
616,8,Algeria,2020,7,28
593,9,Algeria,2020,7,27
605,10,Algeria,2020,7,26
675,12,Algeria,2020,7,25
612,13,Algeria,2020,7,24
594,11,Algeria,2020,7,23
587,13,Algeria,2020,7,22
607,9,Algeria,2020,7,21
535,10,Algeria,2020,7,20
601,11,Algeria,2020,7,19
593,5,Algeria,2020,7,18
585,12,Algeria,2020,7,17
554,12,Algeria,2020,7,16
527,10,Algeria,2020,7,15
494,7,Algeria,2020,7,14
483,7,Algeria,2020,7,13
470,8,Algeria,2020,7,12
434,8,Algeria,2020,7,11
460,10,Algeria,2020,7,10
469,10,Algeria,2020,7,9
475,9,Algeria,2020,7,8
463,7,Algeria,2020,7,7
441,6,Algeria,2020,7,6
430,9,Algeria,2020,7,5
413,9,Algeria,2020,7,4
385,8,Algeria,2020,7,3
365,8,Algeria,2020,7,2
336,7,Algeria,2020,7,1
298,8,Algeria,2020,6,30
305,5,Algeria,2020,6,29
283,7,Algeria,2020,6,28
240,7,Algeria,2020,6,27
197,9,Algeria,2020,6,26
172,8,Algeria,2020,6,25
156,9,Algeria,2020,6,24
149,7,Algeria,2020,6,23
140,8,Algeria,2020,6,22
127,12,Algeria,2020,6,21
119,14,Algeria,2020,6,20
117,12,Algeria,2020,6,19
121,11,Algeria,2020,6,18
116,11,Algeria,2020,6,17
112,10,Algeria,2020,6,16
109,7,Algeria,2020,6,15
112,9,Algeria,2020,6,14
109,10,Algeria,2020,6,13
105,9,Algeria,2020,6,12
102,8,Algeria,2020,6,11
117,9,Algeria,2020,6,10
111,8,Algeria,2020,6,9
104,9,Algeria,2020,6,8
115,8,Algeria,2020,6,7
104,9,Algeria,2020,6,6
205,14,Algeria,2020,6,5
0,0,Algeria,2020,6,4
113,6,Algeria,2020,6,3
119,8,Algeria,2020,6,2
127,7,Algeria,2020,6,1
133,8,Algeria,2020,5,31
137,8,Algeria,2020,5,30
140,7,Algeria,2020,5,29
160,6,Algeria,2020,5,28
194,8,Algeria,2020,5,27
197,9,Algeria,2020,5,26
193,8,Algeria,2020,5,25
195,10,Algeria,2020,5,24
190,7,Algeria,2020,5,23
186,7,Algeria,2020,5,22
165,7,Algeria,2020,5,21
176,6,Algeria,2020,5,20
182,7,Algeria,2020,5,19
198,6,Algeria,2020,5,18
192,6,Algeria,2020,5,17
187,7,Algeria,2020,5,16
189,7,Algeria,2020,5,15
186,7,Algeria,2020,5,14
176,8,Algeria,2020,5,13
168,5,Algeria,2020,5,12
165,8,Algeria,2020,5,11
189,6,Algeria,2020,5,10
187,5,Algeria,2020,5,9
185,7,Algeria,2020,5,8
159,6,Algeria,2020,5,7
190,5,Algeria,2020,5,6
174,2,Algeria,2020,5,5
179,4,Algeria,2020,5,4
141,6,Algeria,2020,5,3
148,3,Algeria,2020,5,2
158,6,Algeria,2020,5,1
199,7,Algeria,2020,4,30
132,5,Algeria,2020,4,29
135,7,Algeria,2020,4,28
126,6,Algeria,2020,4,27
129,4,Algeria,2020,4,26
120,8,Algeria,2020,4,25
97,5,Algeria,2020,4,24
99,10,Algeria,2020,4,23
93,8,Algeria,2020,4,22
89,9,Algeria,2020,4,21
94,8,Algeria,2020,4,20
117,3,Algeria,2020,4,19
150,16,Algeria,2020,4,18
108,12,Algeria,2020,4,17
90,11,Algeria,2020,4,16
87,12,Algeria,2020,4,15
69,20,Algeria,2020,4,14
89,18,Algeria,2020,4,13
64,19,Algeria,2020,4,12
95,21,Algeria,2020,4,11
94,30,Algeria,2020,4,10
104,12,Algeria,2020,4,9
45,20,Algeria,2020,4,8
103,21,Algeria,2020,4,7
69,22,Algeria,2020,4,6
80,25,Algeria,2020,4,5
185,42,Algeria,2020,4,4
139,5,Algeria,2020,4,3
131,14,Algeria,2020,4,2
132,9,Algeria,2020,4,1
73,4,Algeria,2020,3,31
57,2,Algeria,2020,3,30
45,3,Algeria,2020,3,29
42,1,Algeria,2020,3,28
65,4,Algeria,2020,3,27
38,2,Algeria,2020,3,26
34,2,Algeria,2020,3,25
29,0,Algeria,2020,3,24
62,2,Algeria,2020,3,23
37,5,Algeria,2020,3,22
12,3,Algeria,2020,3,21
18,1,Algeria,2020,3,20
12,1,Algeria,2020,3,19
2,1,Algeria,2020,3,18
10,0,Algeria,2020,3,17
11,2,Algeria,2020,3,16
11,0,Algeria,2020,3,15
1,1,Algeria,2020,3,14
5,1,Algeria,2020,3,13
0,0,Algeria,2020,3,12
3,0,Algeria,2020,3,9
5,0,Algeria,2020,3,6
7,0,Algeria,2020,3,5
2,0,Algeria,2020,3,4
0,0,Algeria,2020,3,2
2,0,Algeria,2020,3,1
0,0,Algeria,2020,2,29
0,0,Algeria,2020,2,28
0,0,Algeria,2020,2,27
1,0,Algeria,2020,2,26
0,0,Algeria,2020,2,25
0,0,Algeria,2020,2,24
0,0,Algeria,2020,2,23
0,0,Algeria,2020,2,22
0,0,Algeria,2020,2,21
0,0,Algeria,2020,2,20
0,0,Algeria,2020,2,19
0,0,Algeria,2020,2,18
0,0,Algeria,2020,2,17
0,0,Algeria,2020,2,16
0,0,Algeria,2020,2,15
0,0,Algeria,2020,2,14
0,0,Algeria,2020,2,13
0,0,Algeria,2020,2,12
0,0,Algeria,2020,2,11
0,0,Algeria,2020,2,10
0,0,Algeria,2020,2,9
0,0,Algeria,2020,2,8
0,0,Algeria,2020,2,7
0,0,Algeria,2020,2,6
0,0,Algeria,2020,2,5
0,0,Algeria,2020,2,4
0,0,Algeria,2020,2,3
0,0,Algeria,2020,2,2
0,0,Algeria,2020,2,1
0,0,Algeria,2020,1,31
0,0,Algeria,2020,1,30
0,0,Algeria,2020,1,29
0,0,Algeria,2020,1,28
0,0,Algeria,2020,1,27
0,0,Algeria,2020,1,26
0,0,Algeria,2020,1,25
0,0,Algeria,2020,1,24
0,0,Algeria,2020,1,23
0,0,Algeria,2020,1,22
0,0,Algeria,2020,1,21
0,0,Algeria,2020,1,20
0,0,Algeria,2020,1,19
0,0,Algeria,2020,1,18
0,0,Algeria,2020,1,17
0,0,Algeria,2020,1,16
0,0,Algeria,2020,1,15
0,0,Algeria,2020,1,14
0,0,Algeria,2020,1,13
0,0,Algeria,2020,1,12
0,0,Algeria,2020,1,11
0,0,Algeria,2020,1,10
0,0,Algeria,2020,1,9
0,0,Algeria,2020,1,8
0,0,Algeria,2020,1,7
0,0,Algeria,2020,1,6
0,0,Algeria,2020,1,5
0,0,Algeria,2020,1,4
0,0,Algeria,2020,1,3
0,0,Algeria,2020,1,2
0,0,Algeria,2020,1,1
0,0,Algeria,2019,12,31
246,3,Andorra,2020,10,20
0,0,Andorra,2020,10,19
0,0,Andorra,2020,10,18
187,0,Andorra,2020,10,17
0,0,Andorra,2020,10,16
195,2,Andorra,2020,10,15
0,0,Andorra,2020,10,14
299,2,Andorra,2020,10,13
0,0,Andorra,2020,10,12
0,0,Andorra,2020,10,11
128,1,Andorra,2020,10,10
0,1,Andorra,2020,10,9
198,0,Andorra,2020,10,8
0,0,Andorra,2020,10,7
260,0,Andorra,2020,10,6
0,0,Andorra,2020,10,5
0,0,Andorra,2020,10,4
60,0,Andorra,2020,10,3
0,0,Andorra,2020,10,2
84,0,Andorra,2020,10,1
0,0,Andorra,2020,9,30
130,0,Andorra,2020,9,29
0,0,Andorra,2020,9,28
0,0,Andorra,2020,9,27
83,0,Andorra,2020,9,26
0,0,Andorra,2020,9,25
72,0,Andorra,2020,9,24
0,0,Andorra,2020,9,23
117,0,Andorra,2020,9,22
0,0,Andorra,2020,9,21
0,0,Andorra,2020,9,20
81,0,Andorra,2020,9,19
45,0,Andorra,2020,9,18
0,0,Andorra,2020,9,17
0,0,Andorra,2020,9,16
94,0,Andorra,2020,9,15
0,0,Andorra,2020,9,14
0,0,Andorra,2020,9,13
43,0,Andorra,2020,9,12
0,0,Andorra,2020,9,11
40,0,Andorra,2020,9,10
0,0,Andorra,2020,9,9
46,0,Andorra,2020,9,8
