location_name,est_infections_lower,est_infections_upper,year,month,day
Louisiana,2169.1515034281697,7214.16893289057,2020,11,22
Louisiana,2217.44734840815,7403.399480701701,2020,11,23
Louisiana,2265.3713887739,7549.79197324455,2020,11,24
Louisiana,2318.12030082635,7543.10222823585,2020,11,25
Louisiana,2366.48523177797,7581.886846794641,2020,11,26
Louisiana,2417.8137929485397,7620.951254039641,2020,11,27
Louisiana,2472.82478726897,7738.080362385641,2020,11,28
Louisiana,2529.68772749844,7819.333011218491,2020,11,29
Louisiana,2588.68246830656,7881.5864915772,2020,11,30
Louisiana,2649.33040816555,7899.540568754979,2020,12,1
Louisiana,2694.27762543369,7951.049555323109,2020,12,2
Louisiana,2712.77790756484,8041.328826235609,2020,12,3
Louisiana,2760.22621448388,8048.82829990364,2020,12,4
Louisiana,2813.69247204935,7985.699205117758,2020,12,5
Louisiana,2834.5370049717408,8071.011511262571,2020,12,6
Louisiana,2868.76596963167,8221.16249550441,2020,12,7
Louisiana,2914.62674985354,8305.42360665064,2020,12,8
Louisiana,2968.34905325641,8302.44200526057,2020,12,9
Louisiana,3002.14862415284,8332.79829102425,2020,12,10
Louisiana,3002.9044151848802,8249.33634792203,2020,12,11
Louisiana,3043.66595712935,8312.41093951837,2020,12,12
Louisiana,3020.29269179773,8329.35299437594,2020,12,13
Louisiana,2986.23670800599,8375.623811173149,2020,12,14
Louisiana,2943.73582817544,8407.43206711098,2020,12,15
Louisiana,2930.64239043156,8264.78659751443,2020,12,16
Louisiana,2880.8566908985804,8359.347291348771,2020,12,17
Louisiana,2841.76536606547,8431.05276066216,2020,12,18
Louisiana,2758.5774890501198,8203.77968791438,2020,12,19
Louisiana,2803.76225300786,8267.658500608779,2020,12,20
Louisiana,2758.46840934907,8257.34187071923,2020,12,21
Louisiana,2703.46909535432,8222.55961951166,2020,12,22
Louisiana,2733.6540768355803,8218.6387703783,2020,12,23
Louisiana,2637.29388704525,8263.99323206725,2020,12,24
Louisiana,2572.1988517981304,8223.48654674482,2020,12,25
Louisiana,2527.5591034233607,8191.6046435578,2020,12,26
Louisiana,2453.8608386319,8220.56895724949,2020,12,27
Louisiana,2382.9237797672,8156.50267199917,2020,12,28
Louisiana,2316.0531131246,8093.20242537932,2020,12,29
Louisiana,2250.8203468280108,8067.60955075479,2020,12,30
Louisiana,2187.13488569661,8011.909473757091,2020,12,31
Louisiana,2134.59445489477,7953.70829378511,2021,1,1
Louisiana,2111.87417959748,7779.875932270092,2021,1,2
Louisiana,2088.9237240590196,7588.3206799893005,2021,1,3
Louisiana,2062.2685607766603,7631.20700517985,2021,1,4
Louisiana,1986.60845855263,7431.2196403581,2021,1,5
Louisiana,1950.6497830648998,7412.247874926229,2021,1,6
Louisiana,1922.75232085197,7430.10725713147,2021,1,7
Louisiana,1895.10792072254,7467.905308930601,2021,1,8
Louisiana,1867.45979562677,7498.47705804859,2021,1,9
Louisiana,1840.65360700552,7483.41383707984,2021,1,10
Louisiana,1814.4281444330304,7156.35966822226,2021,1,11
Louisiana,1788.65287413674,7023.40392218593,2021,1,12
Louisiana,1763.3092587889498,6989.95147219631,2021,1,13
