location_name,est_infections_lower,est_infections_upper,year,month,day
Montenegro,300.338222016348,1316.73816863357,2020,10,25
Montenegro,308.461359522305,1318.34934351123,2020,10,26
Montenegro,311.801772313163,1309.77128994706,2020,10,27
Montenegro,313.829039749922,1300.71388577429,2020,10,28
Montenegro,316.485254816082,1307.86901523806,2020,10,29
Montenegro,319.666492585596,1322.45946149967,2020,10,30
Montenegro,326.351987596602,1339.68920687562,2020,10,31
Montenegro,334.700558700035,1346.15012383575,2020,11,1
Montenegro,339.40567837532103,1350.39730788899,2020,11,2
Montenegro,346.70498810749,1372.39662014238,2020,11,3
Montenegro,355.71281510789197,1382.09996943481,2020,11,4
Montenegro,357.986659250967,1395.29231831704,2020,11,5
Montenegro,360.830237228537,1391.49574302202,2020,11,6
Montenegro,364.09849545360197,1425.9570114543699,2020,11,7
Montenegro,367.148569517032,1436.67495479531,2020,11,8
Montenegro,360.653951936032,1447.9562528329998,2020,11,9
Montenegro,357.001268272422,1452.46175472847,2020,11,10
Montenegro,349.036830537269,1465.8431296907004,2020,11,11
Montenegro,347.664277763842,1503.4192010511902,2020,11,12
Montenegro,344.055982538045,1509.8395014709101,2020,11,13
Montenegro,344.854878057222,1516.1359590872698,2020,11,14
Montenegro,334.010808294794,1510.1230803678195,2020,11,15
Montenegro,324.045769812845,1518.2037670068698,2020,11,16
Montenegro,312.409111426995,1500.4784872413,2020,11,17
Montenegro,300.548298450431,1489.5833781615,2020,11,18
Montenegro,289.54793714091596,1478.2871664965,2020,11,19
Montenegro,279.061120958842,1493.6463404175101,2020,11,20
Montenegro,268.310022091706,1466.88353506451,2020,11,21
Montenegro,256.194794220615,1473.0283258891,2020,11,22
Montenegro,246.81787834375598,1494.6910880363,2020,11,23
Montenegro,237.206350188568,1517.66918677595,2020,11,24
Montenegro,227.336116062212,1479.52071432721,2020,11,25
Montenegro,217.742909853437,1452.00159405334,2020,11,26
Montenegro,208.728218053927,1427.7110777881799,2020,11,27
Montenegro,200.97393671291303,1444.63931510155,2020,11,28
Montenegro,192.929906173964,1393.34276677824,2020,11,29
Montenegro,185.901192589113,1382.68040100491,2020,11,30
Montenegro,180.786538486503,1308.89565847438,2020,12,1
Montenegro,173.869710678951,1288.4007615005198,2020,12,2
Montenegro,170.941709433648,1277.90109828586,2020,12,3
Montenegro,163.005920478283,1264.918775218,2020,12,4
Montenegro,155.647591885135,1248.95358057071,2020,12,5
Montenegro,151.535836831719,1241.2963824982698,2020,12,6
Montenegro,148.622592538357,1249.44548444583,2020,12,7
Montenegro,146.306498711891,1246.6440274075098,2020,12,8
Montenegro,142.015558656898,1245.42726383119,2020,12,9
Montenegro,137.34107368816,1196.16978847339,2020,12,10
Montenegro,133.608479643054,1200.72067752248,2020,12,11
Montenegro,130.27151037348,1169.2649380299401,2020,12,12
Montenegro,126.423886659788,1176.8137833951,2020,12,13
Montenegro,124.202198946176,1185.8490986931401,2020,12,14
Montenegro,118.50256338052,1197.1209086127499,2020,12,15
Montenegro,114.713563873843,1180.5757764391499,2020,12,16
Montenegro,111.320618526193,1145.22091667999,2020,12,17
Montenegro,108.03133822504,1136.92411507372,2020,12,18
Montenegro,104.887081034092,1123.57621594032,2020,12,19
Montenegro,101.840126687463,1086.35165542379,2020,12,20
Montenegro,98.91166439969679,1054.68644736617,2020,12,21
Montenegro,96.0582027690282,1043.8880569479,2020,12,22
Montenegro,93.3133557216177,1048.0289866249302,2020,12,23
Montenegro,90.5744323150662,1038.56538556891,2020,12,24
Montenegro,87.8948425394891,1032.2971918004,2020,12,25
Montenegro,85.3142345343833,1027.96990748532,2020,12,26
Montenegro,82.8069120319444,1014.02077197763,2020,12,27
Montenegro,80.3704215886915,1020.6537073397501,2020,12,28
Montenegro,78.0348564365908,1019.9727277371301,2020,12,29
Montenegro,75.78040611643229,1011.92960660123,2020,12,30
Montenegro,73.5349995925237,1007.67801568224,2020,12,31
Montenegro,71.6725128176506,1002.53708525812,2021,1,1
Montenegro,70.0774490961863,980.298086452175,2021,1,2
Montenegro,68.7195918358135,971.6186634945,2021,1,3
Montenegro,67.4894094492396,959.540342141869,2021,1,4
Montenegro,66.2828980403516,966.653402932655,2021,1,5
Montenegro,63.85931609950789,955.093821506474,2021,1,6
Montenegro,61.5566704612881,954.063500294304,2021,1,7
Montenegro,60.00449131840429,927.477023354007,2021,1,8
Montenegro,58.48841981820151,924.976292338366,2021,1,9
Montenegro,56.988394861683,848.2861940795599,2021,1,10
Montenegro,55.5206284479181,845.927134282575,2021,1,11
Montenegro,54.08661727589789,827.501941561967,2021,1,12
Montenegro,52.6853099876782,820.426761075906,2021,1,13
Montenegro,51.1038521270151,810.609491962678,2021,1,14
Montenegro,49.420880921222896,793.124664672632,2021,1,15
Montenegro,47.7961542764577,786.7092037767641,2021,1,16
Montenegro,46.1942312416155,783.4316677146388,2021,1,17
Montenegro,44.6243124478278,782.009186528707,2021,1,18
Montenegro,43.1035593750945,776.270666333956,2021,1,19
Montenegro,41.6273955919693,769.892692858511,2021,1,20
Montenegro,40.1942707548253,765.140329121474,2021,1,21
Montenegro,38.9913484938574,765.142117310587,2021,1,22
Montenegro,38.050447138913995,765.1009798022411,2021,1,23
Montenegro,37.1075192071046,749.5419716411577,2021,1,24
Montenegro,36.167668919461704,743.793088926085,2021,1,25
Montenegro,35.249473722445,737.636304895887,2021,1,26
Montenegro,34.3565594198357,726.367057019882,2021,1,27
Montenegro,33.3445230176847,716.90415634743,2021,1,28
Montenegro,32.0052775487915,704.884160492698,2021,1,29
Montenegro,30.714712029254603,704.020287315661,2021,1,30
Montenegro,29.473359765777396,703.278096482072,2021,1,31
Montenegro,28.443174665008,696.194843373555,2021,2,1
Poland,,,2020,2,4
Poland,0.0,0.0,2020,2,5
Poland,0.0,0.0,2020,2,6
Poland,0.0,0.0,2020,2,7
Poland,0.0,0.0,2020,2,8
Poland,0.0,0.0,2020,2,9
Poland,0.0,0.0,2020,2,10
Poland,0.0,0.0,2020,2,11
Poland,0.0,0.0,2020,2,12
Poland,0.0,33.6257398754562,2020,2,13
Poland,0.0,35.0527867066549,2020,2,14
Poland,0.0,36.106769919093296,2020,2,15
Poland,0.0,36.89979512889021,2020,2,16
Poland,17.1546512163549,38.1515903066734,2020,2,17
Poland,18.3913611176925,39.873374781265504,2020,2,18
Poland,19.7650514570821,42.1443076290795,2020,2,19
Poland,21.7139191991532,45.122420926983004,2020,2,20
Poland,23.6787397274192,48.83511406684529,2020,2,21
Poland,26.003827006909198,53.6661514246057,2020,2,22
Poland,28.476824764851305,59.90720714924901,2020,2,23
Poland,31.7314704251731,67.35788471415209,2020,2,24
Poland,35.3447170166812,76.6156123118765,2020,2,25
