cases,deaths,countriesAndTerritories,year,month,day
9337,73,Italy,2020,10,20
11705,69,Italy,2020,10,19
10925,47,Italy,2020,10,18
10009,55,Italy,2020,10,17
8803,83,Italy,2020,10,16
7332,43,Italy,2020,10,15
5898,41,Italy,2020,10,14
4619,39,Italy,2020,10,13
5456,26,Italy,2020,10,12
